"
Rennes
","
Lorient
"
Starting XI
1,B. Costil,[],40,B. Lecomte,[]
24,L. Baal,[],25,V. Le Goff,[]
15,R. Bensebaini,[],5,Z. Touré,"[('yellow-card', ""2'"")]"
32,J. Gnagnon,[],24,W. Lautoa,"[('sub-out', ""71'"")]"
29,R. Danzé,[],15,M. Peybernes,"[('yellow-card', ""80'"")]"
26,S. Prcić,[],6,F. Bellugou,"[('sub-out', ""85'"")]"
21,B. André,[],10,S. Marveaux,[]
6,G. Fernandes,[],27,J. Cabot,[]
7,N. Mubele,"[('sub-out', ""74'"")]",9,A. Waris,"[('yellow-card', ""90'+"")]"
13,G. Sio,"[('sub-out', ""89'"")]",34,E. Koffi,[]
31,A. Diakhaby,"[('sub-out', ""59'"")]",12,B. Moukandjo,"[('sub-out', ""77'"")]"
