"
Montpellier
","
Toulouse
"
Starting XI
1,L. Pionnier,[],1,A. Lafont,[]
12,L. Pokorný,[],5,I. Diop,[]
23,N. Mukiele,[],3,F. Moubandje,[]
4,Hilton,"[('yellow-card', ""71'"")]",2,K. Adou,[]
24,J. Roussillon,[],6,C. Jullien,[]
28,S. Sessègnon,"[('sub-out', ""72'"")]",8,Y. Bodiger,"[('yellow-card', ""73'"")]"
13,E. Skhiri,"[('yellow-card', ""26'"")]",10,O. Trejo,"[('sub-out', ""87'"")]"
10,R. Boudebouz,[],4,Somália,[]
5,Y. Sylla,"[('sub-out', ""64'"")]",11,C. Jean,"[('yellow-card', ""47'""), ('sub-out', ""76'"")]"
18,I. Mbenza,"[('sub-out', ""77'"")]",7,A. Delort,"[('sub-out', ""85'"")]"
15,S. Mounié,[],9,M. Braithwaite,[]
