"
Angers SCO
","
Lorient
"
Starting XI
16,M. Michel,[],16,P. Delecroix,[]
3,Y. Andreu,[],20,S. Moreira,[]
24,R. Thomas,[],24,W. Lautoa,[]
4,M. Pavlović,[],25,V. Le Goff,"[('yellow-card', ""25'"")]"
29,V. Manceau,[],5,Z. Touré,[]
17,C. N'Doye,[],13,M. Ciani,"[('sub-out', ""46'"")]"
5,T. Mangani,"[('sub-out', ""72'"")]",10,S. Marveaux,"[('sub-out', ""90'+"")]"
18,B. Santamaria,[],8,Cafú,[]
9,F. Diedhiou,[],7,A. Mvuemba,[]
7,K. Toko Ekambi,[],9,A. Waris,"[('sub-out', ""86'"")]"
10,G. Sunu,"[('sub-out', ""63'"")]",12,B. Moukandjo,[]
