"
Genoa
","
Crotone
"
Starting XI
23,E. Lamanna,[],1,A. Cordaz,[]
8,N. Burdisso,[],13,G. Ferrari,[]
24,E. Muñoz,[],17,F. Ceccherini,[]
5,A. Izzo,[],22,A. Rosi,"[('yellow-card', ""34'"")]"
93,D. Laxalt,[],31,M. Sampirisi,[]
94,D. Cataldi,"[('yellow-card', ""58'"")]",6,M. Rohdén,[]
22,D. Lazović,"[('sub-out', ""61'"")]",18,A. Barberis,[]
30,L. Rigoni,"[('sub-out', ""30'"")]",8,L. Crisetig,"[('yellow-card', ""89'"")]"
2,Edenilson,[],12,A. Stoian,"[('sub-out', ""75'"")]"
11,L. Ocampos,"[('sub-out', ""79'"")]",11,D. Falcinelli,[]
9,G. Simeone,[],29,M. Trotta,[]
