"
Toronto
","
Seattle Sounders
"
Starting XI
1,C. Irwin,[],24,S. Frei,[]
33,S. Beitashour,[],33,J. Jones,"[('yellow-card', ""72'"")]"
3,D. Moor,[],29,R. Torres,[]
2,J. Morrow,[],14,C. Marshall,"[('yellow-card', ""45'+"")]"
6,N. Hagglund,[],4,T. Mears,[]
15,E. Zavaleta,[],10,N. Lodeiro,[]
4,M. Bradley,"[('yellow-card', ""90'+"")]",7,C. Roldan,[]
21,J. Osorio,"[('sub-out', ""77'"")]",6,O. Alonso,[]
31,A. Cooper,"[('sub-out', ""84'"")]",8,E. Friberg,"[('sub-out', ""66'"")]"
10,S. Giovinco,"[('sub-out', ""103'"")]",16,N. Valdez,"[('sub-out', ""73'"")]"
17,J. Altidore,[],13,J. Morris,"[('sub-out', ""108'"")]"
