"
Borussia Dortmund
","
RB Leipzig
"
Starting XI
38,R. Bürki,[],32,P. Gulácsi,[]
25,S. Papastathopoulos,[],23,M. Halstenberg,[]
13,Raphaël Guerreiro,"[('sub-out', ""77'"")]",4,W. Orban,[]
29,M. Schmelzer,"[('sub-out', ""85'"")]",33,M. Compper,"[('yellow-card', ""81'"")]"
26,Ł. Piszczek,[],24,D. Kaiser,"[('sub-out', ""80'"")]"
5,Bartra,[],6,R. Khedira,"[('sub-out', ""66'"")]"
37,E. Durm,[],13,S. Ilsanker,[]
7,O. Dembélé,"[('sub-out', ""61'"")]",8,N. Keïta,[]
33,J. Weigl,[],3,Bernardo,"[('yellow-card', ""22'"")]"
17,P. Aubameyang,"[('yellow-card', ""90'+"")]",9,Y. Poulsen,[]
11,M. Reus,[],27,D. Selke,"[('sub-out', ""73'"")]"
