"
AFC Bournemouth
","
Southampton
"
Starting XI
1,A. Boruc,[],1,F. Forster,[]
2,S. Francis,[],21,R. Bertrand,[]
5,N. Aké,[],2,Cédric Soares,[]
11,C. Daniels,[],3,M. Yoshida,[]
3,S. Cook,[],17,V. van Dijk,[]
15,A. Smith,[],22,N. Redmond,[]
32,J. Wilshere,[],18,H. Reed,"[('sub-out', ""46'"")]"
7,M. Pugh,"[('sub-out', ""55'"")]",19,S. Boufal,"[('yellow-card', ""34'""), ('sub-out', ""62'"")]"
8,H. Arter,[],4,J. Clasie,"[('yellow-card', ""76'"")]"
13,C. Wilson,"[('sub-out', ""64'"")]",23,P. Højbjerg,[]
17,J. King,"[('sub-out', ""72'"")]",9,J. Rodriguez,"[('sub-out', ""90'+"")]"
