"
Go Ahead Eagles
","
Utrecht
"
Starting XI
1,T. Zwarthoed,[],16,D. Jensen,[]
4,X. Schenk,[],3,R. Leeuwin,[]
35,R. Achenteh,"[('yellow-card', ""45'"")]",2,M. van der Maarel,"[('yellow-card', ""62'"")]"
3,S. Fischer,[],15,Robin van der Meer,[]
32,J. Groenbast,[],20,G. Troupée,"[('yellow-card', ""48'"")]"
17,S. Locigno,[],23,W. Brama,[]
29,Chirivella,"[('sub-out', ""84'"")]",11,A. Ludwig,"[('yellow-card', ""45'"")]"
24,M. Ritzmaier,[],25,S. Amrabat,[]
7,D. Crowley,"[('sub-out', ""68'"")]",27,G. Kerk,"[('yellow-card', ""53'""), ('sub-out', ""73'"")]"
28,E. Manu,"[('sub-out', ""46'"")]",22,S. Haller,"[('yellow-card', ""86'"")]"
77,J. Antonia,[],24,P. Joosten,"[('sub-out', ""58'"")]"
