"
PEC Zwolle
","
Willem II
"
Starting XI
1,M. van der Hart,[],1,K. Lamprou,[]
21,D. Warmerdam,[],26,K. Tshimanga,[]
4,D. Marcellis,[],46,P. van Anholt,[]
22,B. Schenkeveld,[],29,D. Lachman,[]
3,T. van de Pavert,[],3,F. Heerkens,"[('yellow-card', ""24'"")]"
2,B. van Polen,[],15,D. Wuytens,[]
6,M. Saymak,"[('sub-out', ""75'"")]",8,T. Haye,"[('sub-out', ""67'"")]"
14,W. Brama,[],6,F. Ojo,[]
30,R. Thomas,[],20,A. Kali,[]
11,Q. Menig,[],9,Fran Sol,"[('sub-out', ""55'"")]"
44,N. Brock-Madsen,"[('sub-out', ""46'"")]",14,J. Croux,"[('sub-out', ""87'"")]"
