"
Real Sociedad
","
Leganés
"
Starting XI
1,G. Rulli,[],13,Iago Herrerín,[]
22,Raúl Navas,[],2,Tito,[]
19,Yuri,[],5,M. Mantovani,"[('yellow-card', ""25'"")]"
6,Íñigo Martínez,[],15,Diego Rico,[]
10,Xabi Prieto,[],22,D. Siovas,[]
16,Canales,[],21,Rubén Pérez,[]
27,Igor Zubeldía,"[('sub-out', ""65'"")]",11,A. Szymanowski,[]
5,Bergara,"[('sub-out', ""76'"")]",12,Erik Morán,"[('yellow-card', ""90'+"")]"
29,Álvaro Odriozola,[],8,Gabriel,"[('yellow-card', ""60'""), ('sub-out', ""71'"")]"
7,Juanmi,"[('yellow-card', ""17'"")]",16,Samu,"[('sub-out', ""61'"")]"
12,Willian José,"[('sub-out', ""78'"")]",9,Guerrero,"[('sub-out', ""84'"")]"
