"
Caen
","
Montpellier
"
Starting XI
1,R. Vercoutre,"[('yellow-card', ""77'"")]",1,L. Pionnier,[]
13,S. Ben Youssef,[],24,J. Roussillon,"[('sub-out', ""72'"")]"
29,R. Genevois,[],4,Hilton,[]
24,F. Guilbert,"[('yellow-card', ""13'""), ('sub-out', ""90'+"")]",12,L. Pokorný,[]
18,J. Adéoti,"[('sub-out', ""79'"")]",3,D. Congré,"[('yellow-card', ""55'"")]"
6,J. Delaplace,[],23,N. Mukiele,[]
25,J. Féret,[],10,R. Boudebouz,"[('yellow-card', ""56'""), ('sub-out', ""79'"")]"
11,V. Bessat,[],13,E. Skhiri,[]
7,Y. Karamoh,[],28,S. Sessègnon,[]
12,R. Rodelin,"[('sub-out', ""88'"")]",18,I. Mbenza,"[('sub-out', ""84'"")]"
26,I. Santini,"[('yellow-card', ""50'"")]",15,S. Mounié,[]
