"
Sparta Rotterdam
","
Utrecht
"
Starting XI
1,R. Kortsmit,[],16,D. Jensen,[]
2,D. Dumfries,[],15,Robin van der Meer,[]
5,M. Breuer,[],2,M. van der Maarel,[]
8,M. Dijkstra,[],3,R. Leeuwin,"[('yellow-card', ""58'"")]"
3,S. Floranus,"[('yellow-card', ""51'""), ('sub-out', ""75'"")]",25,S. Amrabat,[]
6,R. van Drongelen,[],6,Y. Ayoub,"[('yellow-card', ""63'"")]"
10,S. Spierings,[],23,W. Brama,[]
4,R. Sanusi,"[('sub-out', ""78'"")]",8,W. Janssen,[]
9,Z. El Azzouzi,[],9,R. Zivkovic,"[('sub-out', ""75'"")]"
11,Iván Calero,"[('sub-out', ""84'"")]",10,N. Barazite,"[('sub-out', ""90'+"")]"
7,T. Verhaar,[],22,S. Haller,[]
