"
Rennes
","
PSG
"
Starting XI
1,B. Costil,[],1,K. Trapp,[]
32,J. Gnagnon,[],2,Thiago Silva,[]
4,Mexer,[],12,T. Meunier,[]
24,L. Baal,[],20,L. Kurzawa,[]
29,R. Danzé,[],5,Marquinhos,[]
26,S. Prcić,"[('sub-out', ""85'"")]",6,M. Verratti,"[('yellow-card', ""29'"")]"
21,B. André,[],14,B. Matuidi,[]
28,Y. Gourcuff,[],7,Lucas Moura,"[('sub-out', ""77'"")]"
6,G. Fernandes,"[('sub-out', ""60'"")]",23,J. Draxler,"[('sub-out', ""73'"")]"
10,K. Grosicki,[],8,T. Motta,"[('yellow-card', ""62'"")]"
14,A. Kalulu,"[('sub-out', ""66'"")]",9,E. Cavani,"[('sub-out', ""70'"")]"
