"
Lille
","
Lorient
"
Starting XI
16,M. Maignan,[],40,B. Lecomte,[]
25,M. Baša,[],6,F. Bellugou,[]
2,S. Corchia,[],25,V. Le Goff,[]
18,F. Béria,"[('yellow-card', ""66'"")]",15,M. Peybernes,[]
23,A. Soumaoro,[],20,S. Moreira,[]
6,I. Amadou,[],19,R. Philippoteaux,"[('sub-out', ""83'"")]"
27,N. Sliti,"[('sub-out', ""60'"")]",10,S. Marveaux,"[('sub-out', ""90'"")]"
8,Xeka,"[('sub-out', ""78'"")]",23,A. Wakaso,"[('yellow-card', ""41'"")]"
7,A. El Ghazi,[],7,A. Mvuemba,[]
9,Y. Benzia,"[('sub-out', ""60'"")]",9,A. Waris,[]
12,N. de Préville,[],14,J. Aliadière,"[('sub-out', ""60'"")]"
