"
Olympique Lyonnais
","
Olympique Marseille
"
Starting XI
1,Anthony Lopes,[],16,Y. Pelé,[]
15,J. Morel,[],24,R. Fanni,"[('yellow-card', ""48'"")]"
4,E. Mammana,[],3,Dória,[]
2,M. Yanga-Mbiwa,"[('yellow-card', ""37'"")]",6,Rolando,[]
20,Rafael,[],2,H. Sakai,"[('yellow-card', ""85'"")]"
8,C. Tolisso,"[('sub-out', ""85'"")]",8,M. Sanson,[]
21,M. Gonalons,[],26,F. Thauvin,"[('sub-out', ""89'"")]"
28,M. Valbuena,"[('sub-out', ""79'"")]",27,M. Lopez,"[('sub-out', ""66'"")]"
10,A. Lacazette,[],29,A. Zambo Anguissa,[]
27,M. Cornet,[],18,B. Gomis,[]
18,N. Fekir,"[('sub-out', ""71'"")]",17,B. Sarr,"[('sub-out', ""66'"")]"
