"
Bologna
","
Napoli
"
Starting XI
83,A. Mirante,"[('sub-out', ""80'"")]",25,Pepe Reina,[]
35,V. Torosidis,[],33,Albiol,[]
2,M. Oikonomou,[],31,F. Ghoulam,[]
20,D. Maietta,"[('yellow-card', ""61'"")]",19,N. Maksimović,[]
25,A. Masina,"[('red-card', ""32'"")]",2,E. Hysaj,"[('yellow-card', ""75'"")]"
22,L. Rizzo,"[('sub-out', ""46'"")]",17,M. Hamšík,[]
5,E. Pulgar,"[('yellow-card', ""11'"")]",42,A. Diawara,"[('yellow-card', ""20'""), ('sub-out', ""62'"")]"
16,Á. Nagy,[],20,P. Zieliński,"[('sub-out', ""73'"")]"
31,B. Džemaili,[],24,L. Insigne,"[('sub-out', ""80'"")]"
11,L. Krejčí,[],7,José Callejón,"[('yellow-card', ""24'""), ('red-card', ""26'"")]"
10,M. Destro,"[('sub-out', ""68'"")]",14,D. Mertens,[]
