"
Udinese
","
Internazionale"
Starting XI
1,O. Karnezis,[],1,S. Handanovič,[]
30,Felipe,[],25,João Miranda,[]
3,Samir,[],33,D. D'Ambrosio,[]
5,Danilo,[],15,C. Ansaldi,[]
27,S. Widmer,[],24,J. Murillo,[]
14,J. Jankto,"[('yellow-card', ""75'"")]",7,G. Kondogbia,"[('yellow-card', ""65'""), ('sub-out', ""83'"")]"
10,R. de Paul,"[('sub-out', ""72'"")]",77,M. Brozović,"[('yellow-card', ""86'"")]"
26,S. Kums,"[('sub-out', ""63'"")]",19,É. Banega,"[('sub-out', ""56'"")]"
6,S. Fofana,"[('yellow-card', ""86'"")]",44,I. Perišić,"[('sub-out', ""90'+"")]"
9,D. Zapata,[],9,M. Icardi,[]
77,C. Théréau,"[('yellow-card', ""74'""), ('sub-out', ""80'"")]",87,A. Candreva,[]
