"
Borussia M'gladbach
","
Mainz 05
"
Starting XI
1,Y. Sommer,[],1,J. Lössl,[]
17,O. Wendt,"[('sub-out', ""87'"")]",16,S. Bell,[]
4,J. Vestergaard,[],2,G. Donati,[]
30,N. Elvedi,[],42,A. Hack,[]
3,A. Christensen,[],24,G. Bussmann,[]
24,T. Jantschke,"[('yellow-card', ""90'+"")]",8,L. Öztunali,"[('sub-out', ""87'"")]"
5,T. Strobl,[],25,J. Gbamin,"[('yellow-card', ""79'""), ('sec-yellow-card', ""90'"")]"
8,M. Dahoud,[],10,Y. Mallı,[]
11,Raffael,"[('sub-out', ""90'+"")]",17,Jairo Samperio,"[('sub-out', ""71'"")]"
13,L. Stindl,[],6,D. Latza,"[('sub-out', ""80'"")]"
28,A. Hahn,"[('yellow-card', ""12'""), ('sub-out', ""46'"")]",21,K. Onisiwo,[]
