"
Manchester United
","
Sunderland
"
Starting XI
1,David de Gea,[],13,J. Pickford,[]
5,M. Rojo,[],3,P. van Aanholt,[]
4,P. Jones,[],23,L. Koné,"[('yellow-card', ""90'+"")]"
14,J. Lingard,"[('sub-out', ""62'"")]",4,J. Denayer,[]
8,Mata,"[('sub-out', ""74'"")]",2,B. Jones,[]
25,A. Valencia,[],5,P. Djilobodji,[]
16,M. Carrick,[],17,D. Ndong,"[('sub-out', ""86'"")]"
6,P. Pogba,[],7,S. Larsson,"[('sub-out', ""83'"")]"
21,Ander Herrera,"[('sub-out', ""84'"")]",9,F. Borini,"[('yellow-card', ""61'"")]"
17,D. Blind,"[('yellow-card', ""19'"")]",18,J. Defoe,[]
9,Z. Ibrahimović,[],28,V. Anichebe,[]
