"
Ingolstadt
","
RB Leipzig"
Starting XI
35,M. Hansen,"[('sub-out', ""58'"")]",32,P. Gulácsi,[]
33,F. Hadergjonaj,"[('yellow-card', ""90'+"")]",23,M. Halstenberg,[]
32,M. Tisserand,[],20,B. Schmitz,[]
3,A. Jung,[],4,W. Orban,[]
34,M. Matip,[],31,D. Demme,[]
36,A. Cohen,[],7,M. Sabitzer,"[('yellow-card', ""34'"")]"
8,Roger,[],13,S. Ilsanker,"[('yellow-card', ""90'+"")]"
6,A. Morales,[],8,N. Keïta,[]
10,P. Groß,"[('sub-out', ""86'"")]",10,E. Forsberg,[]
11,D. Lezcano,"[('sub-out', ""64'"")]",9,Y. Poulsen,"[('sub-out', ""55'"")]"
7,M. Leckie,"[('yellow-card', ""90'+""), ('sec-yellow-card', ""90'+"")]",11,T. Werner,"[('yellow-card', ""61'""), ('sub-out', ""70'"")]"
