"
Excelsior
","
NEC
"
Starting XI
22,T. Muyters,[],1,J. Delle,[]
15,J. Mattheij,[],4,W. Golla,[]
5,B. Kuipers,[],15,R. Buwalda,"[('sub-out', ""60'"")]"
4,H. Drost,"[('yellow-card', ""55'"")]",3,D. Dumić,[]
2,K. Karami,[],24,A. Fomitschow,"[('sub-out', ""77'"")]"
24,H. Faik,[],16,F. Kadioglu,[]
12,Jeffry Fortes,[],34,G. Breinburg,"[('yellow-card', ""90'"")]"
18,K. Vermeulen,"[('sub-out', ""83'"")]",8,Janio Bikel,[]
7,N. Hasselbaink,[],19,J. von Haacke,"[('sub-out', ""65'"")]"
11,S. Elbers,"[('sub-out', ""67'"")]",20,M. Rayhi,[]
17,Fredy,"[('sub-out', ""78'"")]",17,J. Grot,[]
