"
Tottenham Hotspur
","
Aston Villa
"
Starting XI
13,M. Vorm,[],34,S. Johnstone,[]
33,B. Davies,[],23,J. Amavi,[]
4,T. Alderweireld,"[('sub-out', ""70'"")]",2,N. Baker,[]
16,K. Trippier,[],21,A. Hutton,[]
38,C. Carter-Vickers,[],12,J. Chester,[]
27,K. Wimmer,[],40,J. Grealish,[]
17,M. Sissoko,"[('sub-out', ""84'"")]",7,L. Bacuna,[]
29,H. Winks,[],25,M. Jedinak,"[('sub-out', ""77'"")]"
15,E. Dier,[],37,A. Adomah,"[('sub-out', ""77'"")]"
7,Heung-Min Son,[],8,A. Tshibola,[]
9,V. Janssen,"[('sub-out', ""60'"")]",11,G. Agbonlahor,"[('sub-out', ""77'"")]"
