"
Málaga
","
Espanyol"
Starting XI
1,C. Kameni,[],13,Diego López,"[('yellow-card', ""89'"")]"
7,Juan Carlos,[],23,D. Reyes,[]
18,R. Rosales,[],12,Aaron Martín,[]
3,M. Demichelis,"[('yellow-card', ""41'"")]",31,Marc Navarro,[]
24,Luis Hernández,[],9,José Antonio Reyes,"[('sub-out', ""74'"")]"
10,J. Añor,[],14,José Jurado,"[('sub-out', ""90'+"")]"
31,Pablo Fornals,[],18,Javi Fuego,[]
6,Ignacio Camacho,[],15,David López,[]
39,Javi Ontiveros,"[('sub-out', ""72'"")]",19,P. Piatti,"[('yellow-card', ""52'"")]"
11,G. Castro,"[('sub-out', ""65'"")]",17,H. Pérez,"[('yellow-card', ""33'""), ('sub-out', ""61'"")]"
8,Michael Santos,"[('sub-out', ""60'"")]",7,Gerard Moreno,[]
