"
Olympique Lyonnais
","
Lille
"
Starting XI
1,Anthony Lopes,[],1,V. Enyeama,[]
20,Rafael,[],18,F. Béria,[]
15,J. Morel,[],25,M. Baša,"[('sub-out', ""49'"")]"
2,M. Yanga-Mbiwa,[],2,S. Corchia,[]
4,E. Mammana,[],15,J. Palmieri,[]
8,C. Tolisso,[],23,A. Soumaoro,[]
28,M. Valbuena,"[('yellow-card', ""58'"")]",6,I. Amadou,"[('sub-out', ""85'"")]"
21,M. Gonalons,"[('sub-out', ""83'"")]",11,E. Bauthéac,"[('yellow-card', ""75'""), ('sub-out', ""76'"")]"
10,A. Lacazette,[],4,Y. Sankhare,"[('yellow-card', ""16'"")]"
18,N. Fekir,"[('sub-out', ""67'"")]",12,N. de Préville,[]
9,M. Depay,"[('sub-out', ""67'"")]",9,Y. Benzia,[]
