"
Excelsior
","
Go Ahead Eagles
"
Starting XI
25,W. Hahn,[],1,T. Zwarthoed,[]
2,K. Karami,[],3,S. Fischer,[]
5,B. Kuipers,[],17,S. Locigno,[]
30,J. de Wijs,[],35,R. Achenteh,[]
15,J. Mattheij,[],4,X. Schenk,[]
24,H. Faik,[],7,D. Crowley,"[('sub-out', ""89'"")]"
12,Jeffry Fortes,"[('sub-out', ""67'"")]",6,S. Duits,"[('sub-out', ""46'"")]"
18,K. Vermeulen,"[('sub-out', ""74'"")]",29,Chirivella,[]
17,Fredy,[],24,M. Ritzmaier,[]
9,T. Ondaan,[],77,J. Antonia,[]
7,N. Hasselbaink,"[('sub-out', ""84'"")]",28,E. Manu,"[('sub-out', ""75'"")]"
