"
Bologna
","
Empoli
"
Starting XI
83,A. Mirante,[],28,Ł. Skorupski,[]
28,D. Gastaldello,[],2,V. Laurini,"[('sub-out', ""51'"")]"
25,A. Masina,"[('sub-out', ""52'"")]",15,A. Costa,"[('yellow-card', ""67'"")]"
35,V. Torosidis,[],6,G. Bellusci,[]
20,D. Maietta,[],21,M. Pasqual,"[('yellow-card', ""90'"")]"
6,F. Viviani,[],33,R. Krunić,[]
16,Á. Nagy,[],10,R. Saponara,[]
31,B. Džemaili,"[('yellow-card', ""90'+"")]",11,D. Croce,"[('yellow-card', ""75'""), ('sub-out', ""77'"")]"
11,L. Krejčí,"[('sub-out', ""82'"")]",8,A. El Hadji,[]
10,M. Destro,[],9,L. Mchedlidze,[]
7,A. Mounier,"[('sub-out', ""70'"")]",7,M. Maccarone,"[('sub-out', ""56'"")]"
