"
Monaco
","
Metz
"
Starting XI
1,D. Subašić,[],1,T. Didillon,[]
24,A. Raggi,[],13,F. Signorino,"[('yellow-card', ""77'"")]"
2,Fabinho,[],2,F. Diagne,[]
25,K. Glik,[],6,S. Falette,[]
23,B. Mendy,"[('yellow-card', ""61'""), ('sub-out', ""64'"")]",3,J. Rivierez,"[('yellow-card', ""66'"")]"
38,A. Touré,[],5,G. Milán,[]
8,João Moutinho,[],26,I. Sarr,[]
10,Bernardo Silva,[],24,R. Cohade,"[('sub-out', ""71'"")]"
26,Boschilia,"[('sub-out', ""69'"")]",19,F. Mollet,"[('yellow-card', ""63'"")]"
29,K. Mbappe ,[],10,C. Doukouré,"[('sub-out', ""85'"")]"
9,R. Falcao,"[('sub-out', ""81'"")]",9,M. Erdinç,[]
