"
West Bromwich Albion
","
Southampton
"
Starting XI
1,B. Foster,[],1,F. Forster,"[('yellow-card', ""90'+"")]"
2,A. Nyom,[],24,J. Stephens,[]
25,C. Dawson,[],2,Cédric Soares,"[('yellow-card', ""76'"")]"
23,G. McAuley,"[('sub-out', ""53'"")]",21,R. Bertrand,[]
6,J. Evans,"[('yellow-card', ""36'"")]",3,M. Yoshida,[]
7,J. Morrison,[],11,D. Tadić,[]
8,J. Livermore,[],23,P. Højbjerg,[]
10,M. Phillips,"[('yellow-card', ""49'""), ('sub-out', ""62'"")]",16,J. Ward-Prowse,"[('sub-out', ""71'"")]"
22,N. Chadli,[],4,J. Clasie,"[('sub-out', ""85'"")]"
24,D. Fletcher,"[('sub-out', ""66'"")]",22,N. Redmond,"[('sub-out', ""71'"")]"
9,S. Rondón,[],7,S. Long,[]
