"
Millwall
","
Leicester City
"
Starting XI
1,J. Archer,[],21,R. Zieler,"[('yellow-card', ""54'"")]"
24,J. Cooper,"[('yellow-card', ""45'""), ('sec-yellow-card', ""52'"")]",29,Y. Benalouane,[]
17,B. Webster,[],3,B. Chilwell,[]
5,T. Craig,[],18,M. Wagué,"[('sub-out', ""70'"")]"
2,S. Cummings,[],24,N. Mendy,[]
18,S. Ferguson,"[('sub-out', ""86'"")]",10,A. King,[]
16,C. Butcher,"[('sub-out', ""75'"")]",14,B. Kapustka,"[('sub-out', ""64'"")]"
6,S. Williams,[],22,D. Gray,"[('sub-out', ""73'"")]"
22,A. O'Brien,"[('sub-out', ""79'"")]",13,D. Amartey,[]
10,F. Onyedinma,[],20,S. Okazaki,[]
20,S. Morison,[],7,A. Musa,[]
