"
Puebla
","
Monterrey
"
Starting XI
17,C. Campestrini,"[('yellow-card', ""85'"")]",22,A. Domínguez,[]
26,D. Schmidt,[],2,E. Castillo,"[('yellow-card', ""41'""), ('sub-out', ""59'"")]"
12,Ó. Rojas,"[('sub-out', ""87'"")]",15,J. Basanta,[]
2,R. Herrera,[],3,C. Montes,[]
7,E. Orrantía,[],4,I. Piris,[]
25,A. Canelo,[],13,C. Sánchez,[]
16,D. Toledo,[],21,J. Molina,"[('yellow-card', ""90'+"")]"
3,C. Gutiérrez,[],16,C. Ortiz,[]
6,P. Míguez,"[('yellow-card', ""29'"")]",7,Rogelio Funes Mori,[]
8,F. Acuña,"[('sub-out', ""63'"")]",8,D. Pabón,"[('sub-out', ""87'"")]"
20,Á. Navarro,[],23,Y. Chará,"[('sub-out', ""71'"")]"
