"
Necaxa
","
Atlas
"
Starting XI
1,M. Barovero,[],30,M. Fraga,[]
2,B. Beckeles,"[('yellow-card', ""36'"")]",18,L. Robles,[]
33,M. De Luna,[],12,D. Arreola,[]
4,J. Chávez,[],4,R. Márquez,"[('sub-out', ""84'"")]"
7,M. García,[],3,L. Jiménez,[]
11,J. Isijara,"[('sub-out', ""55'"")]",9,F. Martínez,"[('sub-out', ""66'"")]"
24,J. Aguirre,"[('yellow-card', ""28'"")]",13,J. Salas,"[('sub-out', ""46'"")]"
22,E. Puch,[],20,C. Aboagye,[]
8,X. Báez,"[('sub-out', ""66'"")]",14,R. Reyes,[]
19,C. Riaño,"[('sub-out', ""76'"")]",27,J. Madueña,[]
18,F. Gallegos,[],28,M. Barragán,[]
