"
Granada
","
Real Sociedad
"
Starting XI
13,G. Ochoa,[],1,G. Rulli,[]
20,M. Saunier,[],19,Yuri,[]
2,Tito,"[('sub-out', ""71'"")]",22,Raúl Navas,[]
6,Lombán,[],6,Íñigo Martínez,[]
12,Gabriel Silva,[],2,Carlos Martínez,"[('sub-out', ""60'"")]"
10,J. Boga,[],4,Illarramendi,[]
4,Sergi Samper,[],10,Xabi Prieto,[]
11,Jon Toral,"[('sub-out', ""46'"")]",8,Granero,"[('yellow-card', ""53'"")]"
18,Andreas Pereira,[],11,C. Vela,[]
16,M. Carcela,[],18,Mikel Oyarzabal,"[('sub-out', ""54'"")]"
24,A. Kravets,"[('sub-out', ""71'"")]",7,Juanmi,"[('sub-out', ""82'"")]"
