"
Caen
","
Metz
"
Starting XI
40,M. Dreyer,[],1,T. Didillon,[]
24,F. Guilbert,[],25,Iván,[]
28,D. Da Silva,[],4,M. Biševac,"[('red-card', ""57'"")]"
5,A. Yahia,[],3,J. Rivierez,"[('yellow-card', ""53'"")]"
6,J. Delaplace,"[('sub-out', ""84'"")]",6,S. Falette,[]
25,J. Féret,[],14,G. Mandjeck,"[('yellow-card', ""48'""), ('sub-out', ""55'"")]"
18,J. Adéoti,[],26,I. Sarr,[]
11,V. Bessat,"[('sub-out', ""76'"")]",24,R. Cohade,[]
12,R. Rodelin,[],10,C. Doukouré,[]
7,Y. Karamoh,"[('yellow-card', ""83'"")]",7,G. Hein,"[('sub-out', ""62'"")]"
26,I. Santini,"[('yellow-card', ""53'""), ('sub-out', ""72'"")]",17,H. Diallo,"[('sub-out', ""74'"")]"
