"
Dijon
","
Caen
"
Starting XI
30,B. Reynet,[],1,R. Vercoutre,[]
26,F. Chafik,"[('sub-out', ""78'"")]",5,A. Yahia,[]
2,Á. Lang,[],28,D. Da Silva,[]
27,C. Varrault,[],24,F. Guilbert,[]
23,V. Rüfli,[],25,J. Féret,"[('sub-out', ""82'"")]"
21,Y. Abdelhamid,[],2,N. Seube,"[('sub-out', ""61'"")]"
15,F. Balmont,[],17,J. Makengo,[]
17,M. Abeid,"[('sub-out', ""90'+"")]",18,J. Adéoti,[]
14,J. Marié,"[('yellow-card', ""46'""), ('sub-out', ""72'"")]",11,V. Bessat,[]
11,Júlio Tavares,[],14,J. Louis,"[('sub-out', ""62'"")]"
9,L. Diony,[],26,I. Santini,[]
