"
Valencia
","
Eibar
"
Starting XI
1,Diego Alves,[],1,Yoel,[]
21,Martín Montoya,[],20,F. Lejeune,[]
5,E. Mangala,[],3,Alejandro Gálvez,"[('sub-out', ""16'"")]"
14,José Gayá,"[('yellow-card', ""66'"")]",7,Ander Capa,[]
2,João Cancelo,"[('sub-out', ""46'"")]",18,Arbilla,[]
24,E. Garay,"[('yellow-card', ""88'"")]",24,Adrián ,"[('sub-out', ""73'"")]"
18,Carlos Soler,"[('red-card', ""45'+"")]",21,Pedro León,[]
7,Mario Suárez,[],14,Dani García,[]
20,Álvaro Medrán,[],5,G. Escalante,[]
22,Santi Mina,"[('sub-out', ""73'"")]",11,Rubén Peña,"[('sub-out', ""80'"")]"
12,S. Zaza,[],9,Sergi Enrich,[]
