"
Athletic Club
","
Granada"
Starting XI
1,Iraizoz,[],13,G. Ochoa,"[('yellow-card', ""69'"")]"
25,Saborit,"[('sub-out', ""46'"")]",23,Litri,[]
24,Balenziaga,[],5,U. Agbo,"[('sub-out', ""67'"")]"
6,San José,[],3,G. Silva,"[('yellow-card', ""69'"")]"
15,Lekue,[],25,S. Ingason,[]
2,Bóveda,[],29,M. Hongla,[]
27,Yeray Álvarez,[],22,D. Foulquier,[]
7,Beñat,[],8,M. Wakaso,"[('yellow-card', ""59'""), ('sub-out', ""71'"")]"
14,Susaeta,[],18,Andreas Pereira,[]
11,Iñaki Williams,"[('sub-out', ""84'""), ('yellow-card', ""88'"")]",16,M. Carcela,"[('sub-out', ""81'"")]"
10,Muniain,"[('sub-out', ""79'"")]",7,A. Ramos,"[('yellow-card', ""61'"")]"
