"
Pachuca
","
Chiapas
"
Starting XI
21,Ó. Pérez,[],23,M. Muñoz,[]
4,O. González,"[('yellow-card', ""90'+"")]",15,Bruno Pires,[]
5,V. Guzmán,"[('sub-out', ""77'"")]",20,F. Araújo,"[('yellow-card', ""34'"")]"
33,S. Medina,[],2,B. Angulo,[]
23,O. Murillo,[],24,J. Patiño,"[('sub-out', ""54'"")]"
12,E. García,[],18,D. Villalpando,[]
10,J. Urretaviscaya,[],28,Lucas Silva,"[('sub-out', ""78'"")]"
16,J. Hernández,[],10,J. Fabbro,[]
11,R. Botta,"[('sub-out', ""87'"")]",29,Derley,"[('sub-out', ""61'"")]"
8,H. Lozano,[],22,Matheus,[]
7,B. Rodríguez,"[('sub-out', ""62'"")]",7,L. Mendoza,[]
