"
Middlesbrough
","
Everton
"
Starting XI
26,Víctor Valdés,[],1,Joel Robles,[]
2,Fábio,[],3,L. Baines,[]
6,B. Gibson,[],25,Ramiro Funes Mori,[]
5,B. Espinosa,[],5,A. Williams,[]
25,C. Chambers,[],23,S. Coleman,[]
8,A. Clayton,"[('yellow-card', ""31'"")]",8,R. Barkley,"[('sub-out', ""87'"")]"
14,M. de Roon,[],26,T. Davies,[]
34,A. Forshaw,"[('sub-out', ""58'"")]",17,I. Gueye,"[('sub-out', ""62'"")]"
37,Adama Traoré,[],2,M. Schneiderlin,[]
18,C. Stuani,"[('sub-out', ""67'"")]",10,R. Lukaku,[]
10,Álvaro Negredo,"[('sub-out', ""82'"")]",31,A. Lookman,"[('sub-out', ""73'"")]"
