"
Chievo
","
Sampdoria
"
Starting XI
70,S. Sorrentino,[],1,C. Puggioni,"[('yellow-card', ""41'"")]"
29,F. Cacciatore,[],22,J. Sala,[]
5,A. Gamberini,"[('sub-out', ""46'"")]",19,V. Regini,"[('yellow-card', ""18'"")]"
3,D. Dainelli,[],37,M. Škriniar,[]
21,N. Frey,[],11,R. Álvarez,"[('sub-out', ""58'"")]"
1,J. de Guzmán,[],8,É. Barreto,"[('sub-out', ""77'"")]"
23,V. Birsa,"[('sub-out', ""83'"")]",18,D. Praet,[]
19,L. Castro,"[('sub-out', ""56'"")]",17,A. Palombo,[]
8,I. Radovanović,[],34,L. Torreira,[]
31,S. Pellissier,[],9,L. Muriel,[]
69,R. Meggiorini,[],27,F. Quagliarella,"[('sub-out', ""54'"")]"
