"
Bordeaux
","
Dijon
"
Starting XI
30,J. Prior,[],30,B. Reynet,[]
29,M. Poundjé,[],27,C. Varrault,"[('sub-out', ""85'"")]"
6,I. Lewczuk,[],2,Á. Lang,[]
20,Y. Sabaly,[],26,F. Chafik,"[('sub-out', ""81'"")]"
5,N. Pallois,[],21,Y. Abdelhamid,[]
23,V. Vada,"[('sub-out', ""46'"")]",25,A. Bouka Moutou,"[('yellow-card', ""69'"")]"
18,J. Plašil,[],14,J. Marié,"[('sub-out', ""63'"")]"
17,A. Ounas,"[('sub-out', ""67'"")]",8,P. Lees Melou,"[('yellow-card', ""64'"")]"
14,J. Toulalan,[],17,M. Abeid,[]
25,Malcom,"[('sub-out', ""67'"")]",9,L. Diony,[]
9,D. Rolan,[],11,Júlio Tavares,[]
