"
Manchester City
","
Hull City
"
Starting XI
1,C. Bravo,[],16,E. Jakupovic,[]
11,A. Kolarov,[],21,M. Dawson,[]
24,J. Stones,[],13,A. Ranocchia,[]
22,G. Clichy,[],3,A. Robertson,[]
18,F. Delph,[],27,Ahmed El Mohamady,[]
21,David Silva,"[('sub-out', ""73'"")]",50,L. Marković,[]
42,Y. Touré,"[('sub-out', ""74'"")]",10,A. N'Diaye,"[('yellow-card', ""69'"")]"
15,Jesús Navas,[],11,S. Clucas,"[('sub-out', ""58'"")]"
19,L. Sané,"[('sub-out', ""66'"")]",40,Evandro,"[('yellow-card', ""28'""), ('sub-out', ""58'"")]"
7,R. Sterling,[],17,K. Grosicki,[]
10,S. Agüero,[],24,O. Niasse,"[('sub-out', ""82'"")]"
