"
SJ Earthquakes
","
Montreal Impact
"
Starting XI
1,D. Bingham,[],1,E. Bush,[]
5,V. Bernárdez,[],23,L. Ciman,[]
20,S. Francis,[],6,H. Camara,"[('yellow-card', ""45'+""), ('sec-yellow-card', ""66'"")]"
24,N. Lima,[],18,C. Duvall,"[('yellow-card', ""14'"")]"
23,F. Jungwirth,[],2,A. Oyongo,[]
27,F. Alashe,"[('yellow-card', ""35'"")]",33,M. Donadel,[]
22,T. Thompson,"[('sub-out', ""69'"")]",10,I. Piatti,[]
49,S. Dawkins,"[('sub-out', ""70'"")]",30,H. Bernardello,"[('sub-out', ""83'"")]"
30,A. Godoy,[],8,P. Bernier,"[('sub-out', ""74'"")]"
21,M. Ureña,"[('sub-out', ""79'"")]",21,M. Mancosu,"[('yellow-card', ""83'"")]"
8,C. Wondolowski,[],7,D. Oduro,"[('sub-out', ""63'"")]"
