"
Köln
","
Borussia Dortmund
"
Starting XI
18,T. Kessler,[],1,R. Weidenfeller,[]
3,D. Heintz,"[('yellow-card', ""53'"")]",37,E. Durm,[]
15,M. Mavraj,[],28,M. Ginter,[]
14,J. Hector,[],26,Ł. Piszczek,"[('sub-out', ""27'"")]"
4,F. Sørensen,[],25,S. Papastathopoulos,"[('yellow-card', ""60'""), ('sub-out', ""75'"")]"
16,P. Olkowski,[],29,M. Schmelzer,"[('yellow-card', ""28'"")]"
20,S. Özcan,"[('yellow-card', ""65'""), ('sec-yellow-card', ""90'+"")]",33,J. Weigl,[]
6,M. Höger,"[('yellow-card', ""72'"")]",7,O. Dembélé,"[('yellow-card', ""45'+"")]"
27,A. Modeste,"[('sub-out', ""87'"")]",27,G. Castro,"[('sub-out', ""53'"")]"
13,Y. Ōsako,[],11,M. Reus,[]
9,A. Rudņevs,"[('sub-out', ""76'"")]",17,P. Aubameyang,[]
