"
Monaco
","
Lorient
"
Starting XI
1,D. Subašić,[],40,B. Lecomte,[]
23,B. Mendy,[],20,S. Moreira,[]
2,Fabinho,[],25,V. Le Goff,[]
25,K. Glik,[],24,W. Lautoa,"[('yellow-card', ""11'""), ('sub-out', ""46'"")]"
5,Jemerson,[],13,M. Ciani,[]
19,D. Sidibé,"[('yellow-card', ""90'"")]",15,M. Peybernes,[]
14,T. Bakayoko,"[('sub-out', ""69'"")]",10,S. Marveaux,[]
26,Boschilia,[],27,J. Cabot,"[('sub-out', ""46'"")]"
10,Bernardo Silva,"[('sub-out', ""64'"")]",7,A. Mvuemba,[]
18,V. Germain,"[('sub-out', ""74'"")]",8,Cafú,"[('sub-out', ""46'"")]"
9,R. Falcao,[],9,A. Waris,[]
