"
Mamelodi Sundowns
","
Kashima Antlers
"
Starting XI
36,D. Onyango,[],21,H. Sogahata,[]
4,T. Langerman,[],16,S. Yamamoto,[]
16,Ricardo Nascimento,[],22,D. Nishi,[]
6,W. Arendse,[],3,G. Shōji,[]
13,S. Mabunda,[],23,N. Ueda,[]
8,H. Kekana,[],8,S. Doi,[]
22,P. Tau,[],13,A. Nakamura,"[('sub-out', ""61'"")]"
27,T. Morena,"[('sub-out', ""71'"")]",10,G. Shibasaki,[]
7,K. Dolly,[],25,Y. Endo,"[('sub-out', ""89'"")]"
33,K. Billiat,"[('sub-out', ""79'"")]",6,R. Nagaki,[]
25,L. Castro,"[('sub-out', ""65'"")]",18,S. Akasaki,"[('sub-out', ""84'"")]"
