"
Sampdoria
","
Roma
"
Starting XI
1,C. Puggioni,"[('yellow-card', ""60'"")]",1,W. Szczęsny,[]
37,M. Škriniar,[],33,Emerson,[]
19,V. Regini,[],2,A. Rüdiger,"[('yellow-card', ""72'"")]"
24,B. Bereszyński,[],13,Bruno Peres,"[('sub-out', ""78'"")]"
26,M. Silvestre,[],15,T. Vermaelen,"[('yellow-card', ""51'""), ('sub-out', ""87'"")]"
34,L. Torreira,"[('yellow-card', ""29'"")]",20,F. Fazio,[]
8,É. Barreto,[],4,R. Nainggolan,[]
10,Bruno Fernandes,"[('sub-out', ""69'"")]",6,K. Strootman,[]
18,D. Praet,"[('sub-out', ""62'"")]",8,D. Perotti,[]
9,L. Muriel,"[('sub-out', ""84'"")]",16,D. De Rossi,"[('sub-out', ""78'"")]"
27,F. Quagliarella,[],9,E. Džeko,[]
