"
Groningen
","
Excelsior
"
Starting XI
1,S. Padt,[],25,W. Hahn,[]
6,E. Reijnen,[],30,J. de Wijs,"[('sub-out', ""77'"")]"
3,K. Larsen,[],5,B. Kuipers,[]
25,D. Payne,"[('yellow-card', ""29'"")]",23,M. Massop,"[('yellow-card', ""47'"")]"
5,S. Memišević,"[('sub-out', ""84'"")]",2,K. Karami,[]
8,R. Jenssen,[],10,L. Bruins,[]
20,Y. van Nieff,[],8,R. Koolwijk,[]
22,S. Tibbling,[],24,H. Faik,[]
13,A. Sørloth,"[('sub-out', ""71'"")]",9,T. Ondaan,[]
11,B. Linssen,[],17,Fredy,"[('sub-out', ""63'"")]"
14,M. Mahi,"[('yellow-card', ""83'"")]",7,N. Hasselbaink,"[('sub-out', ""67'"")]"
