"
Dijon
","
Lille
"
Starting XI
30,B. Reynet,[],1,V. Enyeama,[]
4,J. Lotiès,"[('yellow-card', ""47'"")]",25,M. Baša,[]
27,C. Varrault,"[('sub-out', ""82'"")]",2,S. Corchia,[]
2,Á. Lang,"[('yellow-card', ""29'"")]",23,A. Soumaoro,[]
23,V. Rüfli,[],15,J. Palmieri,[]
13,M. Martin,"[('sub-out', ""68'"")]",18,F. Béria,"[('yellow-card', ""57'"")]"
15,F. Balmont,[],6,I. Amadou,[]
8,P. Lees Melou,[],17,Rony Lopes,"[('sub-out', ""30'"")]"
14,J. Marié,[],4,Y. Sankhare,[]
11,Júlio Tavares,[],12,N. de Préville,[]
9,L. Diony,[],9,Y. Benzia,"[('yellow-card', ""27'"")]"
