"
Stoke City
","
Crystal Palace
"
Starting XI
33,L. Grant,[],13,W. Hennessey,[]
2,P. Bardsley,"[('sub-out', ""58'"")]",5,J. Tomkins,[]
17,R. Shawcross,"[('yellow-card', ""53'"")]",2,J. Ward,[]
15,B. Martins Indi,[],3,P. van Aanholt,[]
3,E. Pieters,[],27,D. Delaney,"[('yellow-card', ""16'"")]"
16,C. Adam,"[('sub-out', ""79'"")]",18,J. McArthur,"[('sub-out', ""87'"")]"
6,G. Whelan,[],42,J. Puncheon,"[('yellow-card', ""42'""), ('sub-out', ""77'"")]"
4,J. Allen,[],28,L. Milivojević,[]
25,P. Crouch,[],10,A. Townsend,[]
10,M. Arnautović,[],11,W. Zaha,"[('yellow-card', ""40'""), ('sub-out', ""68'"")]"
32,Ramadan Sobhi,"[('sub-out', ""82'"")]",17,C. Benteke,[]
