"
Bastia
","
Saint-Étienne
"
Starting XI
16,J. Leca,[],16,S. Ruffier,[]
20,P. Bengtsson,[],33,R. Pierre-Gabriel,"[('sub-out', ""80'"")]"
4,A. El Kaoutari,[],2,K. Théophile Catherine,[]
29,G. Cioni,[],24,L. Perrin,[]
3,N. Saint-Ruf,"[('red-card', ""44'"")]",32,D. Maïga,[]
14,M. Mostefa,[],14,J. Veretout,[]
10,A. Saint-Maximin,[],5,V. Pajot,"[('sub-out', ""45'+"")]"
8,G. Danic,"[('yellow-card', ""70'"")]",22,K. Monnet-Paquet,[]
15,P. Oniangué,[],27,R. Berič,[]
11,L. Nangis,"[('sub-out', ""84'"")]",11,H. Saivet,[]
9,F. Raspentino,"[('sub-out', ""45'+"")]",26,Jorginho,"[('sub-out', ""62'"")]"
