"
Mainz 05
","
RB Leipzig
"
Starting XI
1,J. Lössl,[],32,P. Gulácsi,[]
42,A. Hack,[],23,M. Halstenberg,[]
2,G. Donati,"[('yellow-card', ""90'+"")]",4,W. Orban,[]
18,D. Brosinski,"[('yellow-card', ""71'"")]",17,D. Upamecano,"[('yellow-card', ""30'""), ('sub-out', ""41'"")]"
16,S. Bell,[],7,M. Sabitzer,"[('yellow-card', ""71'"")]"
8,L. Öztunali,[],3,Bernardo,"[('yellow-card', ""56'"")]"
25,J. Gbamin,"[('red-card', ""89'"")]",8,N. Keïta,"[('sub-out', ""85'"")]"
7,R. Quaison,"[('sub-out', ""55'"")]",13,S. Ilsanker,"[('yellow-card', ""90'+"")]"
20,F. Frei,"[('yellow-card', ""78'"")]",31,D. Demme,[]
15,J. Córdoba,"[('yellow-card', ""75'""), ('sub-out', ""88'"")]",9,Y. Poulsen,[]
10,Bojan,"[('sub-out', ""67'"")]",10,E. Forsberg,"[('sub-out', ""76'"")]"
