"
Torino
","
Chievo
"
Starting XI
21,J. Hart,[],70,S. Sorrentino,[]
23,A. Barreca,[],18,M. Gobbi,[]
7,D. Zappacosta,[],29,F. Cacciatore,"[('red-card', ""89'"")]"
4,Leandro Castán,"[('yellow-card', ""64'"")]",3,D. Dainelli,"[('yellow-card', ""24'"")]"
13,L. Rossettini,[],5,A. Gamberini,[]
15,M. Benassi,"[('sub-out', ""82'"")]",1,J. de Guzmán,"[('sub-out', ""81'"")]"
8,D. Baselli,"[('sub-out', ""58'"")]",23,V. Birsa,[]
18,M. Valdifiori,[],19,L. Castro,[]
9,A. Belotti,[],8,I. Radovanović,[]
10,A. Ljajić,"[('yellow-card', ""13'"")]",13,M. Izco,"[('sub-out', ""46'"")]"
14,Iago Falqué,"[('sub-out', ""69'"")]",31,S. Pellissier,[]
