"
Real Betis
","
Sporting Gijón
"
Starting XI
13,Adán,[],1,Pichu Cuéllar,[]
12,C. Piccini,[],15,Canella,[]
14,R. Durmisi,[],3,J. Babin,"[('yellow-card', ""21'"")]"
20,G. Pezzella,[],5,F. Amorebieta,[]
15,R. Donk,[],16,Lillo Castellano,"[('yellow-card', ""84'"")]"
4,Bruno González,"[('yellow-card', ""90'+"")]",10,Nacho Cases,[]
22,D. Brašanac,"[('sub-out', ""53'"")]",21,Xavi Torres,[]
8,J. Martin,"[('sub-out', ""83'"")]",7,Víctor Rodríguez,"[('sub-out', ""61'"")]"
10,Dani Ceballos,"[('yellow-card', ""59'"")]",18,Isma López,[]
18,R. Zozulya,"[('sub-out', ""52'"")]",19,Carlos Carmona,"[('sub-out', ""86'"")]"
24,Rubén Castro,[],24,D. Čop,"[('sub-out', ""76'"")]"
