"
AZ
","
PSV
"
Starting XI
24,T. Krul,[],1,J. Zoet,[]
3,R. van Eijden,[],15,J. Willems,[]
12,P. Hatzidiakos,[],3,H. Moreno,[]
35,O. Wijndal,[],4,S. Arias,"[('yellow-card', ""61'"")]"
23,D. Luckassen,"[('yellow-card', ""54'"")]",5,D. Schwaab,[]
30,S. Wuytens,"[('yellow-card', ""53'""), ('sec-yellow-card', ""71'"")]",28,M. van Ginkel,"[('yellow-card', ""65'""), ('sub-out', ""84'"")]"
18,I. Bel Hassani,"[('sub-out', ""75'"")]",23,B. Ramselaar,"[('yellow-card', ""21'""), ('sub-out', ""70'"")]"
6,B. Rienstra,[],6,D. Pröpper,"[('yellow-card', ""84'"")]"
27,F. Friday,[],18,A. Guardado,[]
28,L. Garcia,"[('sub-out', ""69'"")]",7,G. Pereiro,"[('yellow-card', ""50'""), ('sub-out', ""69'"")]"
7,A. Jahanbakhsh,"[('sub-out', ""84'"")]",9,L. de Jong,[]
