"
Watford
","
Crystal Palace
"
Starting XI
1,Gomes,[],13,W. Hennessey,[]
5,S. Prödl,[],6,S. Dann,[]
22,D. Janmaat,"[('sub-out', ""4'"")]",2,J. Ward,[]
3,M. Britos,"[('yellow-card', ""90'+"")]",34,M. Kelly,[]
25,J. Holebas,"[('yellow-card', ""53'"")]",27,D. Delaney,"[('yellow-card', ""70'"")]"
4,Y. Kaboul,[],10,A. Townsend,"[('sub-out', ""74'"")]"
7,N. Amrabat,[],4,M. Flamini,"[('sub-out', ""81'"")]"
29,E. Capoue,[],11,W. Zaha,"[('yellow-card', ""87'"")]"
17,A. Guédioura,[],42,J. Puncheon,"[('yellow-card', ""45'+"")]"
11,V. Behrami,"[('sub-out', ""14'"")]",7,Y. Cabaye,[]
24,O. Ighalo,[],17,C. Benteke,"[('yellow-card', ""45'"")]"
