"
Guingamp
","
Nantes
"
Starting XI
1,K. Johnsson,[],1,R. Riou,[]
22,J. Martins-Pereira,[],25,E. Kwateng,"[('sub-out', ""56'"")]"
6,B. Sankoh,[],4,O. Vizcarrondo,[]
3,Fernando Marçal,[],3,Diego Carlos,[]
15,J. Sorbon,[],26,K. Djidji,[]
29,C. Kerbrat,[],6,Lucas Lima,[]
5,M. Diallo,"[('sub-out', ""65'"")]",8,A. Thomasson,"[('red-card', ""71'"")]"
17,E. Didot,[],27,G. Gillet,"[('sub-out', ""57'"")]"
9,A. Mendy,[],7,J. Iloki,"[('sub-out', ""76'"")]"
23,J. Briand,"[('sub-out', ""87'"")]",10,Y. Bammou,"[('yellow-card', ""34'"")]"
19,Y. Salibur,"[('sub-out', ""76'"")]",9,E. Sala,[]
