"
Barcelona
","
Espanyol
"
Starting XI
1,M. ter Stegen,[],13,Diego López,"[('sub-out', ""53'"")]"
18,Jordi Alba,[],29,Aaron Martín,"[('yellow-card', ""13'"")]"
14,J. Mascherano,[],23,D. Reyes,[]
3,Piqué,[],20,P. Diop,[]
5,Busquets,"[('sub-out', ""74'"")]",14,José Jurado,[]
6,Denis Suárez,"[('sub-out', ""66'"")]",18,Javi Fuego,[]
8,Iniesta,[],15,David López,[]
20,Sergi Roberto,[],16,Javi López,[]
10,L. Messi,[],10,F. Caicedo,"[('yellow-card', ""65'""), ('sub-out', ""71'"")]"
11,Neymar,[],19,P. Piatti,"[('yellow-card', ""10'""), ('sub-out', ""79'"")]"
9,L. Suárez,[],7,Gerard Moreno,[]
