"
Metz
","
Rennes
"
Starting XI
1,T. Didillon,[],1,B. Costil,[]
4,M. Biševac,[],24,L. Baal,[]
6,S. Falette,"[('yellow-card', ""62'"")]",29,R. Danzé,[]
2,F. Diagne,[],32,J. Gnagnon,"[('yellow-card', ""11'"")]"
13,F. Signorino,[],15,R. Bensebaini,[]
25,Iván,"[('yellow-card', ""76'"")]",28,Y. Gourcuff,"[('yellow-card', ""34'""), ('sub-out', ""56'"")]"
26,I. Sarr,"[('sub-out', ""90'+"")]",21,B. André,[]
8,Y. Jouffre,"[('sub-out', ""75'"")]",26,S. Prcić,[]
24,R. Cohade,"[('sub-out', ""83'"")]",6,G. Fernandes,"[('sub-out', ""64'"")]"
10,C. Doukouré,[],7,N. Mubele,[]
18,C. Diabaté,"[('yellow-card', ""18'"")]",13,G. Sio,"[('yellow-card', ""56'""), ('sub-out', ""80'"")]"
