"
Real Madrid
","
Deportivo Alavés
"
Starting XI
13,Kiko Casilla,[],1,Fernando Pacheco,[]
3,Pepe,[],24,Z. Feddal,[]
5,R. Varane,"[('sub-out', ""11'"")]",2,R. Ely,"[('yellow-card', ""17'"")]"
23,Danilo,[],5,Laguardia,[]
6,Nacho,[],15,T. Hernández,[]
19,L. Modrić,"[('sub-out', ""68'"")]",19,Manu García,"[('yellow-card', ""87'"")]"
8,T. Kroos,[],8,Víctor Camarasa,"[('sub-out', ""83'"")]"
22,Isco,[],17,Edgar Méndez,"[('sub-out', ""75'"")]"
7,Cristiano Ronaldo,[],20,Deyverson,[]
11,G. Bale,[],11,Ibai Gómez,"[('sub-out', ""69'"")]"
9,K. Benzema,"[('sub-out', ""81'"")]",18,Toquero,[]
