"
Stoke City
","
Liverpool
"
Starting XI
33,L. Grant,[],22,S. Mignolet,[]
3,E. Pieters,[],32,J. Matip,[]
20,G. Cameron,[],2,N. Clyne,[]
8,G. Johnson,[],6,D. Lovren,[]
15,B. Martins Indi,[],17,R. Klavan,"[('yellow-card', ""48'"")]"
17,R. Shawcross,[],5,G. Wijnaldum,[]
22,X. Shaqiri,[],23,E. Can,[]
4,J. Allen,"[('sub-out', ""27'"")]",7,J. Milner,[]
10,M. Arnautović,[],66,T. Arnold,"[('sub-out', ""46'"")]"
19,J. Walters,"[('sub-out', ""68'"")]",27,D. Origi,"[('sub-out', ""68'"")]"
9,S. Berahino,[],58,B. Woodburn,"[('sub-out', ""46'"")]"
