"
Senegal
","
Cameroon
"
Starting XI
1,A. Diallo,[],1,F. Ondoa,[]
2,K. Mbodji,[],5,M. Ngadeu-Ngadjui,[]
4,C. M'Bengue,"[('sub-out', ""86'"")]",4,A. Teikeu,[]
21,L. Gassama,[],19,C. Fai,"[('yellow-card', ""59'"")]"
3,K. Koulibaly,[],6,A. Oyongo,"[('yellow-card', ""25'"")]"
8,C. Kouyaté,"[('yellow-card', ""90'+""), ('sub-out', ""109'"")]",17,A. Sutchuin Djoum,"[('yellow-card', ""82'""), ('sub-out', ""102'"")]"
5,I. Gueye,[],15,S. Siani,[]
20,B. Keita,[],8,B. Moukandjo,[]
22,H. Saivet,[],18,R. Tambe,"[('sub-out', ""102'"")]"
9,M. Diouf,"[('yellow-card', ""13'""), ('sub-out', ""64'"")]",13,C. Bassogog ,[]
10,S. Mané,[],20,K. Toko Ekambi,"[('sub-out', ""46'"")]"
