"
Eibar
","
Barcelona
"
Starting XI
1,Yoel,[],1,M. ter Stegen,[]
20,F. Lejeune,[],24,J. Mathieu,[]
15,M. Dos Santos,[],18,Jordi Alba,[]
19,Luna,"[('sub-out', ""82'"")]",23,S. Umtiti,[]
7,Ander Capa,"[('yellow-card', ""39'"")]",7,A. Turan,"[('yellow-card', ""42'"")]"
24,Adrián ,"[('sub-out', ""74'"")]",4,I. Rakitić,[]
21,Pedro León,[],20,Sergi Roberto,"[('sub-out', ""65'"")]"
14,Dani García,[],5,Busquets,"[('sub-out', ""10'"")]"
5,G. Escalante,"[('yellow-card', ""26'"")]",11,Neymar,[]
8,T. Inui,"[('sub-out', ""78'"")]",9,L. Suárez,"[('sub-out', ""76'"")]"
9,Sergi Enrich,"[('yellow-card', ""44'"")]",10,L. Messi,[]
