"
Ghana
","
Mali
"
Starting XI
1,R. Brimah,[],1,O. Sissoko,[]
21,J. Boye,[],23,O. Coulibaly,[]
23,H. Afful,[],13,M. Wagué,[]
18,D. Amartey,[],4,S. Coulibaly,[]
11,M. Wakaso,[],2,H. Traoré,[]
5,T. Partey,[],11,B. Sako,[]
10,A. Ayew,[],17,Mamoutou N'Diaye,[]
22,F. Acheampong,[],8,Y. Sylla,[]
7,C. Atsu,[],14,S. Yatabaré,"[('sub-out', ""46'"")]"
3,A. Gyan,"[('sub-out', ""82'""), ('yellow-card', ""82'"")]",9,M. Marega,"[('sub-out', ""79'"")]"
9,J. Ayew,"[('sub-out', ""90'"")]",7,M. Yatabaré,"[('sub-out', ""63'"")]"
