"
Sunderland
","
Leicester City
"
Starting XI
13,J. Pickford,[],21,R. Zieler,[]
3,P. van Aanholt,"[('yellow-card', ""68'"")]",6,R. Huth,[]
2,B. Jones,[],5,W. Morgan,[]
4,J. Denayer,"[('sub-out', ""46'"")]",17,D. Simpson,[]
23,L. Koné,[],28,C. Fuchs,"[('yellow-card', ""81'"")]"
5,P. Djilobodji,"[('yellow-card', ""78'"")]",13,D. Amartey,[]
20,S. Pienaar,"[('sub-out', ""46'"")]",10,A. King,[]
14,D. Watmore,"[('sub-out', ""85'"")]",11,M. Albrighton,"[('sub-out', ""73'"")]"
17,D. Ndong,[],19,I. Slimani,"[('sub-out', ""68'"")]"
18,J. Defoe,[],9,J. Vardy,[]
28,V. Anichebe,[],26,R. Mahrez,"[('sub-out', ""73'"")]"
